Season,HomeTeam,AwayTeam,FTG,FTR,HTG,HTR,S,ST,C,F,Y,Rn,R1,LSR,CSR,LHAP,LMP,LMHAP,Result
580,2002-03,Blackburn,West Ham,-3,-1,0.0,-3,-2.0,-3.0,2.0,-3.0,-1.0,1.0,0.0,-3,10,2,0,3,1
581,2002-03,Charlton,West Brom,3,0,1.0,3,15.0,9.0,5.0,10.0,7.0,0.0,0.0,7,7,10,0,0,3
582,2002-03,Everton,Bolton,-1,4,2.0,4,-12.0,-1.0,-1.0,17.0,1.0,1.0,0.0,1,13,3,3,3,1
583,2002-03,Fulham,Man City,-6,-3,-2.0,-2,-22.0,-32.0,-3.0,4.0,3.0,1.0,0.0,8,-4,-4,0,0,0
584,2002-03,Leeds,Chelsea,3,2,0.0,-1,-4.0,-1.0,-7.0,4.0,2.0,0.0,0.0,1,-13,-7,0,3,3
585,2002-03,Man United,Birmingham,-5,-6,-5.0,-6,16.0,2.0,13.0,-10.0,1.0,0.0,0.0,18,12,3,0,0,3
586,2002-03,Southampton,Sunderland,-3,-1,-2.0,-3,0.0,3.0,-10.0,-1.0,2.0,0.0,0.0,6,7,7,0,0,3
587,2002-03,Arsenal,Liverpool,3,5,1.0,0,6.0,4.0,2.0,-2.0,-3.0,0.0,0.0,1,4,11,3,3,1
588,2002-03,Newcastle,Tottenham,-1,-3,-2.0,-1,17.0,8.0,5.0,-5.0,-6.0,-1.0,0.0,5,2,11,0,0,3
589,2002-03,Arsenal,Chelsea,3,3,0.0,0,6.0,8.0,16.0,-8.0,1.0,0.0,0.0,5,1,7,3,3,3
590,2002-03,Aston Villa,Bolton,-5,-1,-1.0,3,-12.0,-5.0,-5.0,10.0,1.0,0.0,0.0,8,3,3,-3,3,3
591,2002-03,Blackburn,Middlesbrough,1,2,0.0,0,9.0,1.0,7.0,-18.0,-3.0,0.0,0.0,2,-1,4,-3,-3,3
592,2002-03,Everton,Man City,-4,1,-3.0,-6,-21.0,-8.0,0.0,29.0,3.0,1.0,0.0,6,5,6,-3,3,1
593,2002-03,Leeds,Birmingham,-1,1,-2.0,-2,9.0,-4.0,0.0,2.0,0.0,0.0,0.0,16,1,-6,-3,0,3
594,2002-03,Man United,Sunderland,-1,2,0.0,-1,15.0,8.0,8.0,-11.0,0.0,0.0,0.0,14,15,12,12,6,3
595,2002-03,Newcastle,Liverpool,5,4,2.0,2,10.0,14.0,-2.0,1.0,-3.0,0.0,0.0,-2,1,14,-6,0,3
596,2002-03,Southampton,Tottenham,-3,1,-1.0,2,0.0,-11.0,2.0,4.0,-3.0,-2.0,0.0,-2,1,7,0,6,3
597,2002-03,Bolton,Fulham,3,3,3.0,2,-9.0,0.0,7.0,1.0,2.0,-1.0,0.0,-3,-1,4,-6,0,1
598,2002-03,Chelsea,Charlton,-2,-3,-3.0,-5,12.0,-2.0,8.0,1.0,-5.0,0.0,0.0,8,10,6,-9,-6,3
599,2002-03,Liverpool,Aston Villa,-2,-4,-2.0,-3,-8.0,-9.0,-5.0,4.0,1.0,1.0,0.0,6,7,4,9,0,1
600,2002-03,Man City,Leeds,1,1,-1.0,-2,2.0,-4.0,7.0,-15.0,-7.0,-1.0,0.0,-16,1,1,-3,-3,3
601,2002-03,Middlesbrough,Southampton,0,-4,1.0,1,-8.0,-6.0,-12.0,-12.0,0.0,1.0,0.0,-1,-5,5,-3,-6,1
602,2002-03,Sunderland,Blackburn,-3,-2,-2.0,0,3.0,-3.0,0.0,-7.0,-1.0,0.0,0.0,-7,-9,0,6,3,1
603,2002-03,West Brom,Man United,-1,-6,0.0,-1,-9.0,2.0,5.0,29.0,1.0,0.0,0.0,-18,-16,-8,-3,0,0
604,2002-03,West Ham,Newcastle,-2,-3,-1.0,-1,-5.0,-11.0,-4.0,10.0,0.0,1.0,0.0,-3,-15,-2,-3,6,1
605,2002-03,Birmingham,Arsenal,-7,-3,-2.0,-5,-32.0,-19.0,-25.0,-6.0,4.0,0.0,0.0,-20,-14,3,-3,0,0
606,2002-03,Tottenham,Everton,0,-2,-2.0,-2,5.0,6.0,4.0,-18.0,1.0,0.0,0.0,6,-4,-1,3,3,3
607,2002-03,Aston Villa,Tottenham,-1,4,1.0,4,-7.0,-6.0,-6.0,17.0,4.0,0.0,0.0,1,-5,8,0,3,0
608,2002-03,Blackburn,Birmingham,2,2,1.0,1,16.0,9.0,4.0,7.0,2.0,0.0,0.0,11,5,5,3,0,1
609,2002-03,Charlton,Bolton,-2,-2,1.0,5,-20.0,-4.0,-7.0,11.0,0.0,0.0,0.0,2,3,2,0,-3,1
610,2002-03,Everton,Sunderland,3,1,1.0,-2,23.0,18.0,13.0,-13.0,-1.0,0.0,0.0,2,11,5,0,3,3
611,2002-03,Leeds,West Brom,3,3,3.0,3,-4.0,-3.0,-2.0,8.0,2.0,-1.0,0.0,16,8,3,3,0,1
612,2002-03,Man United,Chelsea,1,6,0.0,3,22.0,14.0,7.0,-3.0,0.0,0.0,0.0,3,1,10,0,-3,3
613,2002-03,Newcastle,Man City,1,5,0.0,-1,-9.0,-1.0,1.0,9.0,-1.0,0.0,0.0,17,6,14,-3,-3,3
614,2002-03,Southampton,Liverpool,3,5,0.0,1,14.0,3.0,9.0,-14.0,-4.0,-1.0,0.0,-9,1,9,-3,3,0
615,2002-03,Arsenal,West Ham,3,5,-1.0,2,7.0,11.0,15.0,6.0,0.0,-1.0,0.0,6,18,11,9,6,3
616,2002-03,Fulham,Middlesbrough,-2,-2,-2.0,-1,10.0,9.0,0.0,-12.0,-1.0,0.0,0.0,-1,-4,2,0,3,3
617,2002-03,Charlton,West Ham,-2,2,-2.0,-1,-1.0,4.0,10.0,-1.0,2.0,-1.0,0.0,-7,7,9,-3,0,3
618,2002-03,Newcastle,Bolton,-2,-2,0.0,4,-10.0,-4.0,-1.0,6.0,-2.0,0.0,0.0,12,14,6,3,3,3
619,2002-03,Bolton,Everton,-1,-3,-2.0,-3,20.0,7.0,7.0,-16.0,-3.0,0.0,0.0,-1,-12,5,-3,0,0
620,2002-03,Chelsea,Leeds,4,-1,3.0,0,7.0,6.0,2.0,-10.0,-2.0,0.0,0.0,-1,7,4,-3,3,3
621,2002-03,Middlesbrough,Aston Villa,-1,-3,-1.0,-3,-4.0,-4.0,-9.0,-14.0,-4.0,0.0,0.0,-4,1,5,0,3,0
622,2002-03,Sunderland,Southampton,-1,-3,1.0,3,-17.0,-8.0,-2.0,15.0,2.0,0.0,0.0,-6,-10,-2,-3,0,0
623,2002-03,Liverpool,Arsenal,-8,-5,-2.0,-1,-2.0,-7.0,-2.0,-6.0,0.0,1.0,0.0,-1,-6,-4,-3,0,1
624,2002-03,Man City,Fulham,2,0,0.0,-1,-11.0,-7.0,-5.0,3.0,0.0,0.0,0.0,-8,5,6,3,0,3
625,2002-03,Tottenham,Newcastle,0,-1,-2.0,-3,4.0,1.0,2.0,-18.0,2.0,0.0,0.0,-5,-5,6,-3,0,0
626,2002-03,West Brom,Charlton,-4,-6,-2.0,-6,3.0,-4.0,4.0,1.0,1.0,1.0,0.0,-7,-8,2,-3,0,0
627,2002-03,West Ham,Blackburn,1,-3,2.0,0,4.0,1.0,-2.0,-1.0,-2.0,1.0,0.0,3,-9,-4,0,3,3
628,2002-03,Arsenal,Fulham,6,3,2.0,5,16.0,13.0,8.0,5.0,1.0,-1.0,0.0,12,14,12,9,3,3
629,2002-03,Bolton,Birmingham,-3,-4,-2.0,-3,-6.0,-8.0,-3.0,-8.0,1.0,0.0,0.0,5,-1,0,-3,0,3
630,2002-03,Chelsea,Tottenham,3,0,3.0,1,-3.0,-6.0,2.0,-13.0,2.0,0.0,0.0,3,4,9,12,6,1
631,2002-03,Everton,Leeds,4,5,2.0,0,15.0,11.0,11.0,10.0,-2.0,0.0,0.0,-10,8,2,-3,0,3
632,2002-03,Man City,West Brom,2,2,1.0,-1,-4.0,-8.0,2.0,-6.0,0.0,0.0,0.0,0,11,10,3,0,0
633,2002-03,Southampton,Man United,-4,-5,-4.0,-3,5.0,-2.0,-6.0,2.0,2.0,0.0,0.0,-8,-4,1,-9,0,0
634,2002-03,Sunderland,Charlton,-5,-6,-1.0,0,1.0,2.0,-5.0,10.0,3.0,0.0,0.0,-3,-10,-4,6,3,0
635,2002-03,Aston Villa,Blackburn,2,0,0.0,-2,-2.0,1.0,0.0,5.0,2.0,0.0,0.0,2,-1,1,0,3,3
636,2002-03,West Ham,Liverpool,1,-2,0.0,-5,-27.0,-18.0,-14.0,-3.0,0.0,1.0,0.0,-5,-13,-1,-9,0,0
637,2002-03,Birmingham,Man United,-3,-8,1.0,-2,-9.0,-8.0,4.0,4.0,6.0,-1.0,0.0,-18,-14,-7,-3,0,0
638,2002-03,Birmingham,Chelsea,-2,-3,-1.0,-2,1.0,4.0,1.0,-7.0,4.0,0.0,0.0,-15,-12,1,-3,0,0
639,2002-03,Blackburn,Southampton,-2,-3,0.0,3,0.0,-1.0,-1.0,5.0,4.0,1.0,0.0,1,-5,3,6,3,3
640,2002-03,Charlton,Everton,2,0,3.0,3,-5.0,-8.0,-8.0,2.0,0.0,0.0,0.0,1,-3,6,-3,0,3
641,2002-03,Fulham,Aston Villa,1,-2,1.0,0,-3.0,-5.0,4.0,-1.0,-2.0,0.0,0.0,-5,-3,4,-6,0,3
642,2002-03,Leeds,West Ham,-2,-2,0.0,5,-4.0,-1.0,0.0,-2.0,0.0,0.0,0.0,2,6,6,6,0,3
643,2002-03,Liverpool,Middlesbrough,3,6,0.0,2,21.0,10.0,8.0,-1.0,-2.0,0.0,0.0,10,8,3,0,3,1
644,2002-03,Tottenham,Sunderland,0,4,0.0,-1,1.0,4.0,-8.0,-9.0,-1.0,0.0,0.0,8,11,6,9,6,3
645,2002-03,West Brom,Bolton,-1,3,-1.0,2,0.0,-2.0,4.0,5.0,2.0,2.0,0.0,-5,-1,2,0,0,1
646,2002-03,Man United,Man City,1,5,1.0,1,-6.0,-5.0,-8.0,7.0,-1.0,0.0,0.0,18,9,15,0,0,1
647,2002-03,Newcastle,Arsenal,-5,2,-2.0,0,-18.0,-12.0,-9.0,-8.0,-4.0,0.0,0.0,-3,-3,6,-6,-3,1
648,2002-03,Fulham,West Brom,-2,-1,2.0,0,-14.0,-8.0,-1.0,-2.0,-3.0,0.0,0.0,8,3,7,-3,0,3
649,2002-03,Bolton,Man United,-4,-5,-5.0,-5,-20.0,-5.0,-9.0,12.0,6.0,0.0,0.0,-13,-15,-8,3,-3,1
650,2002-03,Charlton,Aston Villa,-3,3,-1.0,3,-3.0,-7.0,-4.0,8.0,-3.0,0.0,0.0,-6,4,7,-12,-3,3
651,2002-03,Chelsea,Blackburn,3,5,2.0,3,-19.0,-8.0,-6.0,-1.0,6.0,0.0,0.0,4,7,3,3,0,0
652,2002-03,Everton,Southampton,4,3,2.0,3,1.0,0.0,7.0,-8.0,-1.0,0.0,0.0,-4,4,5,0,3,3
653,2002-03,Leeds,Newcastle,-2,-4,1.0,3,-11.0,-4.0,-1.0,-4.0,1.0,-1.0,0.0,-1,-10,3,-9,-6,0
654,2002-03,Man City,Arsenal,0,-3,-2.0,-5,-4.0,0.0,3.0,-22.0,-2.0,0.0,0.0,-20,-10,-2,-9,-3,0
655,2002-03,Sunderland,Middlesbrough,-4,-4,-4.0,-6,7.0,0.0,6.0,0.0,0.0,0.0,0.0,-5,-5,3,-6,0,0
656,2002-03,Birmingham,Liverpool,-1,-4,-1.0,-3,-7.0,-2.0,-4.0,-9.0,0.0,0.0,0.0,-19,-10,-6,0,0,3
657,2002-03,West Brom,West Ham,0,0,0.0,-2,-7.0,0.0,5.0,14.0,1.0,0.0,0.0,-14,1,0,3,0,0
658,2002-03,Tottenham,Fulham,2,3,2.0,5,8.0,5.0,2.0,-4.0,-2.0,-1.0,0.0,4,7,7,3,3,1
659,2002-03,Blackburn,Man City,0,5,0.0,3,-8.0,-8.0,-14.0,15.0,4.0,0.0,0.0,11,2,5,0,0,3
660,2002-03,Fulham,Sunderland,4,4,2.0,2,11.0,15.0,-3.0,-5.0,-1.0,1.0,0.0,4,5,6,6,3,3
661,2002-03,Middlesbrough,Everton,1,-2,3.0,3,-9.0,0.0,-7.0,10.0,2.0,0.0,0.0,3,-9,1,-6,0,1
662,2002-03,Newcastle,Chelsea,-2,0,-1.0,0,2.0,0.0,-3.0,12.0,-4.0,1.0,0.0,2,2,9,-9,-3,3
663,2002-03,Southampton,West Brom,-1,0,1.0,2,-3.0,-2.0,0.0,6.0,1.0,-1.0,0.0,10,9,2,-3,0,3
664,2002-03,West Ham,Tottenham,-4,-2,-3.0,-2,-13.0,-15.0,-2.0,-7.0,1.0,0.0,0.0,2,-10,-1,-9,-3,3
665,2002-03,Arsenal,Charlton,0,-2,2.0,0,-9.0,2.0,4.0,-17.0,2.0,0.0,0.0,13,5,5,3,0,3
666,2002-03,Aston Villa,Birmingham,2,0,1.0,0,16.0,11.0,1.0,-5.0,-2.0,0.0,0.0,13,2,9,-3,0,0
667,2002-03,Man United,Leeds,2,2,0.0,1,7.0,4.0,6.0,-11.0,0.0,0.0,0.0,2,13,7,3,3,3
668,2002-03,Middlesbrough,Newcastle,-1,-2,1.0,2,-7.0,-3.0,-5.0,0.0,1.0,-1.0,0.0,-8,-10,-1,-9,-6,3
669,2002-03,Liverpool,Bolton,4,4,1.0,2,-4.0,0.0,3.0,7.0,-1.0,0.0,0.0,14,10,-2,0,0,3
670,2002-03,Aston Villa,Man United,-3,-5,-1.0,-5,-5.0,2.0,-8.0,26.0,3.0,2.0,0.0,-5,-12,-4,-9,-3,0
671,2002-03,Blackburn,Arsenal,-3,0,-3.0,0,-8.0,-1.0,-14.0,-19.0,1.0,0.0,0.0,-9,-7,-2,0,-3,3
672,2002-03,Charlton,Newcastle,0,0,-1.0,-1,10.0,15.0,-5.0,-3.0,-1.0,0.0,0.0,-10,-5,6,0,3,0
673,2002-03,Everton,West Ham,0,-2,-1.0,-3,21.0,14.0,11.0,-18.0,-5.0,-1.0,0.0,-8,14,7,6,3,1
674,2002-03,Fulham,Southampton,1,2,0.0,-2,9.0,9.0,-5.0,5.0,1.0,0.0,0.0,-2,-3,4,0,3,1
675,2002-03,Leeds,Middlesbrough,-3,-4,-1.0,-1,4.0,7.0,-2.0,0.0,2.0,0.0,0.0,7,-4,6,6,3,0
676,2002-03,Sunderland,Bolton,1,0,0.0,0,-8.0,1.0,9.0,5.0,2.0,0.0,0.0,-1,-2,-6,6,3,0
677,2002-03,Man City,Birmingham,-3,-2,-3.0,-4,5.0,2.0,7.0,-3.0,-1.0,0.0,0.0,0,3,6,3,0,3
678,2002-03,Tottenham,Liverpool,1,0,2.0,1,0.0,-2.0,-5.0,-2.0,3.0,1.0,0.0,-7,-4,1,-3,6,0
679,2002-03,West Brom,Chelsea,-3,-4,-4.0,-6,-24.0,-11.0,1.0,18.0,1.0,0.0,0.0,-15,-13,-5,-3,0,0
680,2002-03,Birmingham,West Brom,3,6,1.0,5,-10.0,0.0,-1.0,-11.0,2.0,0.0,0.0,0,3,0,0,0,3
681,2002-03,Chelsea,Man City,-1,-1,-1.0,0,-15.0,-7.0,1.0,-3.0,0.0,-1.0,0.0,15,8,5,9,3,3
682,2002-03,Man United,Fulham,1,3,1.0,5,6.0,-3.0,13.0,-7.0,-3.0,0.0,0.0,10,11,11,6,3,3
683,2002-03,Middlesbrough,Charlton,2,4,2.0,3,-4.0,-9.0,-6.0,-1.0,-1.0,0.0,0.0,2,-3,1,-6,0,1
684,2002-03,Newcastle,Blackburn,1,3,-1.0,0,-13.0,-14.0,-1.0,0.0,2.0,0.0,0.0,6,4,5,0,3,3
685,2002-03,Southampton,Aston Villa,4,4,2.0,4,-5.0,6.0,6.0,-5.0,-2.0,-2.0,0.0,-3,5,4,0,0,1
686,2002-03,West Ham,Sunderland,3,7,2.0,5,-14.0,-5.0,-6.0,-8.0,-1.0,0.0,0.0,10,2,8,0,0,3
687,2002-03,Arsenal,Everton,4,1,5.0,2,-10.0,-4.0,-3.0,9.0,1.0,0.0,0.0,14,3,8,3,6,3
688,2002-03,Liverpool,Leeds,3,6,0.0,4,-1.0,-1.0,3.0,-11.0,-2.0,0.0,0.0,3,10,4,0,-3,3
689,2002-03,Bolton,Tottenham,3,4,0.0,1,11.0,8.0,7.0,4.0,-2.0,-2.0,0.0,-7,-8,7,-6,0,3
690,2002-03,Aston Villa,Arsenal,-2,-5,-1.0,-2,1.0,-7.0,-7.0,5.0,-1.0,2.0,0.0,-7,-13,0,-12,-3,1
691,2002-03,Bolton,Man City,2,3,0.0,1,4.0,-1.0,-4.0,-14.0,0.0,-2.0,0.0,5,-5,3,-3,0,3
692,2002-03,Charlton,Leeds,-3,1,-1.0,3,-13.0,-7.0,1.0,-17.0,-2.0,0.0,0.0,-9,10,7,-6,-6,0
693,2002-03,Man United,Liverpool,-2,0,0.0,2,9.0,-2.0,12.0,-5.0,3.0,0.0,0.0,-1,3,4,-9,-6,3
694,2002-03,Middlesbrough,West Brom,2,6,1.0,0,1.0,-2.0,-6.0,-15.0,-3.0,0.0,0.0,9,8,3,-3,0,3
695,2002-03,Southampton,West Ham,1,-2,0.0,-4,15.0,9.0,3.0,-2.0,-2.0,0.0,0.0,-4,8,2,-3,0,1
696,2002-03,Sunderland,Chelsea,-8,-6,-4.0,-5,-4.0,-8.0,2.0,-1.0,1.0,0.0,0.0,-11,-16,-2,0,3,0
697,2002-03,Tottenham,Birmingham,-1,-4,0.0,-1,-3.0,-1.0,13.0,3.0,0.0,0.0,0.0,12,6,7,0,0,3
698,2002-03,Everton,Newcastle,-5,-4,-1.0,-3,-8.0,3.0,-9.0,4.0,-3.0,0.0,0.0,-11,-3,1,-6,-3,3
699,2002-03,Fulham,Blackburn,-1,-2,-1.0,-2,-6.0,-6.0,8.0,7.0,-4.0,0.0,0.0,-3,-6,7,-3,3,0
700,2002-03,Birmingham,Sunderland,-2,-1,-1.0,1,-7.0,-5.0,4.0,-32.0,-3.0,0.0,0.0,-4,3,-1,3,0,3
701,2002-03,Blackburn,Charlton,5,3,3.0,5,6.0,6.0,-6.0,3.0,4.0,0.0,0.0,4,2,7,3,3,3
702,2002-03,Chelsea,Bolton,6,5,2.0,3,-9.0,1.0,-2.0,-6.0,-2.0,0.0,0.0,10,13,3,3,3,3
703,2002-03,Leeds,Tottenham,5,0,4.0,-2,8.0,11.0,-8.0,0.0,2.0,0.0,0.0,4,-7,3,3,6,1
704,2002-03,Liverpool,Fulham,4,1,2.0,1,13.0,7.0,3.0,-9.0,0.0,1.0,0.0,11,8,4,0,0,3
705,2002-03,Man City,Middlesbrough,-2,-1,-1.0,-2,-1.0,4.0,2.0,10.0,7.0,2.0,0.0,-9,-2,5,-3,0,1
706,2002-03,Newcastle,Man United,0,-3,0.0,-2,-3.0,-4.0,-8.0,-2.0,1.0,0.0,0.0,-1,-1,0,-6,3,0
707,2002-03,West Brom,Everton,-5,-6,-3.0,-6,0.0,-5.0,-6.0,-4.0,-2.0,-1.0,0.0,-6,-13,-2,-3,0,0
708,2002-03,West Ham,Aston Villa,0,3,-1.0,0,-11.0,-3.0,3.0,-7.0,-1.0,0.0,0.0,1,-2,5,-6,0,1
709,2002-03,Arsenal,Man United,-5,-5,-2.0,-5,-8.0,-5.0,-11.0,6.0,2.0,0.0,0.0,2,-1,2,3,6,1
710,2002-03,Tottenham,Man City,-1,1,0.0,3,-5.0,-10.0,11.0,-4.0,1.0,0.0,0.0,12,4,3,6,0,0
711,2002-03,Aston Villa,Chelsea,-3,-6,1.0,1,-21.0,-14.0,-3.0,17.0,0.0,0.0,0.0,-2,-10,-5,-3,0,3
712,2002-03,Bolton,West Ham,-3,-3,-3.0,-4,-5.0,-4.0,-2.0,-4.0,0.0,0.0,0.0,-9,1,7,0,3,3
713,2002-03,Charlton,Birmingham,0,-2,2.0,0,-6.0,1.0,7.0,4.0,1.0,0.0,0.0,7,7,8,0,0,0
714,2002-03,Everton,Liverpool,0,0,0.0,-2,-18.0,-10.0,11.0,-2.0,0.0,-1.0,0.0,-13,1,4,-9,-6,0
715,2002-03,Fulham,Newcastle,-8,-5,-4.0,-5,0.0,3.0,2.0,2.0,2.0,0.0,0.0,-9,-14,0,0,3,3
716,2002-03,Man United,Blackburn,6,1,4.0,6,1.0,5.0,9.0,-7.0,-1.0,0.0,0.0,7,6,4,0,3,3
717,2002-03,Middlesbrough,Arsenal,-1,0,0.0,0,7.0,-3.0,0.0,-17.0,-2.0,-1.0,0.0,-11,-7,0,-9,-6,0
718,2002-03,Southampton,Leeds,-4,0,-3.0,0,-5.0,-7.0,-6.0,-14.0,-2.0,0.0,0.0,-6,5,2,-6,0,3
719,2002-03,Sunderland,West Brom,0,-1,0.0,-1,-13.0,-10.0,-6.0,13.0,-2.0,1.0,0.0,4,-1,-3,0,0,0
720,2002-03,Birmingham,Southampton,5,5,2.0,4,7.0,1.0,-6.0,1.0,-5.0,0.0,0.0,-10,-7,2,-3,0,3
721,2002-03,Blackburn,Bolton,3,0,2.0,-1,-7.0,-4.0,2.0,4.0,-3.0,0.0,0.0,6,10,9,0,0,1
722,2002-03,Chelsea,Everton,-1,0,-3.0,-3,20.0,14.0,-10.0,0.0,-5.0,-2.0,0.0,9,2,6,6,6,3
723,2002-03,Liverpool,Charlton,3,6,1.0,6,10.0,0.0,-14.0,0.0,3.0,1.0,0.0,12,6,4,9,6,3
724,2002-03,Man City,Sunderland,0,1,0.0,1,-8.0,0.0,4.0,-6.0,1.0,0.0,0.0,-4,8,4,3,3,3
725,2002-03,Newcastle,Aston Villa,-1,-5,1.0,-1,7.0,8.0,6.0,-12.0,1.0,1.0,0.0,4,9,7,9,6,1
726,2002-03,West Brom,Tottenham,-2,-3,2.0,2,3.0,-1.0,3.0,-6.0,-1.0,-1.0,0.0,-12,-9,-4,-3,0,0
727,2002-03,West Ham,Middlesbrough,0,-2,0.0,-4,3.0,2.0,11.0,2.0,9.0,1.0,0.0,5,-7,2,0,6,3
728,2002-03,Leeds,Fulham,5,0,2.0,-2,0.0,-1.0,-1.0,15.0,3.0,1.0,0.0,8,-2,0,-6,-3,3
729,2002-03,Birmingham,Middlesbrough,0,3,-2.0,-3,10.0,9.0,6.0,14.0,-1.0,0.0,0.0,-9,-2,4,-3,0,3
730,2002-03,Bolton,Arsenal,-5,-5,0.0,0,-21.0,-8.0,-23.0,5.0,4.0,0.0,0.0,-15,-15,-2,-6,-3,1
731,2002-03,Charlton,Southampton,-5,-3,-3.0,-5,-23.0,-5.0,4.0,5.0,0.0,0.0,0.0,-3,-4,5,-3,0,3
732,2002-03,Chelsea,Fulham,1,2,-2.0,-3,17.0,7.0,-8.0,-5.0,-2.0,0.0,0.0,7,13,5,3,3,1
733,2002-03,Everton,Aston Villa,-1,-2,0.0,-1,-15.0,-12.0,-4.0,-1.0,4.0,2.0,0.0,-7,8,7,-6,0,3
734,2002-03,Leeds,Blackburn,0,-5,0.0,-1,2.0,-4.0,8.0,1.0,-1.0,1.0,0.0,5,-9,-2,3,3,0
735,2002-03,Sunderland,Newcastle,-3,-1,-3.0,-6,-13.0,-3.0,-8.0,26.0,4.0,0.0,0.0,-13,-16,-6,-3,-3,0
736,2002-03,West Brom,Liverpool,-2,-6,3.0,1,-9.0,-3.0,0.0,-4.0,1.0,0.0,0.0,-19,-14,-7,-3,0,0
737,2002-03,Man City,West Ham,-1,0,1.0,0,-4.0,4.0,0.0,18.0,-1.0,0.0,0.0,-14,7,3,0,3,0
738,2002-03,Tottenham,Man United,-6,-3,-4.0,-5,-16.0,-13.0,4.0,1.0,4.0,0.0,0.0,-6,-7,-4,-9,0,0
739,2002-03,Aston Villa,Sunderland,3,4,1.0,4,8.0,3.0,-2.0,-13.0,-6.0,0.0,0.0,9,6,7,-3,0,3
740,2002-03,Blackburn,West Brom,3,3,1.0,-2,-4.0,-4.0,-1.0,4.0,-1.0,0.0,0.0,11,12,8,3,0,1
741,2002-03,Fulham,Everton,0,0,-1.0,-3,-8.0,-6.0,-16.0,-3.0,3.0,0.0,0.0,2,-9,4,-3,3,3
742,2002-03,Liverpool,Man City,7,5,1.0,3,13.0,11.0,-1.0,-4.0,1.0,0.0,0.0,19,6,7,6,3,0
743,2002-03,Man United,Charlton,4,4,2.0,3,18.0,10.0,-7.0,-11.0,-2.0,0.0,0.0,11,9,9,9,3,3
744,2002-03,Middlesbrough,Tottenham,-3,-3,-1.0,0,-4.0,-5.0,-8.0,20.0,0.0,0.0,0.0,-3,-4,3,0,0,3
745,2002-03,Newcastle,Birmingham,0,0,2.0,5,18.0,8.0,15.0,-9.0,-1.0,1.0,0.0,17,10,6,3,0,3
746,2002-03,Southampton,Bolton,0,-6,1.0,2,3.0,-2.0,2.0,-6.0,-2.0,0.0,0.0,5,5,2,3,0,1
747,2002-03,West Ham,Chelsea,-4,2,-2.0,-4,-7.0,-5.0,-2.0,3.0,2.0,1.0,0.0,-1,-14,1,-3,0,3
748,2002-03,Arsenal,Leeds,0,1,-2.0,-1,-11.0,2.0,-1.0,-10.0,-2.0,0.0,0.0,4,14,10,0,0,0
749,2002-03,Arsenal,Southampton,3,3,0.0,-1,11.0,9.0,-5.0,-6.0,-1.0,0.0,0.0,10,9,9,0,3,3
750,2002-03,Birmingham,West Ham,3,3,2.0,2,-17.0,-12.0,-9.0,-8.0,-9.0,1.0,0.0,-14,5,11,3,0,1
751,2002-03,Bolton,Middlesbrough,1,3,0.0,2,2.0,8.0,1.0,-2.0,-1.0,0.0,0.0,-4,-8,4,0,3,3
752,2002-03,Charlton,Fulham,1,-1,1.0,0,-8.0,-1.0,6.0,-2.0,-3.0,0.0,0.0,-1,3,0,-3,0,0
753,2002-03,Chelsea,Liverpool,-4,-2,1.0,2,-14.0,-13.0,2.0,16.0,2.0,0.0,0.0,-4,1,1,0,6,3
754,2002-03,Everton,Man United,-6,-6,-5.0,-6,-29.0,-24.0,-9.0,13.0,2.0,0.0,0.0,-12,-5,-1,-15,-6,0
755,2002-03,Leeds,Aston Villa,4,2,3.0,3,9.0,1.0,-2.0,9.0,1.0,0.0,0.0,3,-1,1,3,-3,3
756,2002-03,Man City,Southampton,3,5,2.0,5,14.0,7.0,15.0,6.0,-2.0,0.0,0.0,-10,3,2,-3,-3,0
757,2002-03,Sunderland,Arsenal,-10,-4,-6.0,-4,-30.0,-19.0,-1.0,0.0,1.0,0.0,0.0,-16,-18,-8,-3,3,0
758,2002-03,Tottenham,Blackburn,2,-3,1.0,0,-16.0,-5.0,-1.0,-20.0,-4.0,1.0,0.0,1,-3,-5,3,3,0
759,2002-03,West Brom,Newcastle,2,-1,0.0,-3,5.0,10.0,0.0,-2.0,-1.0,0.0,0.0,-17,-16,-3,-3,0,1
760,2003-04,Arsenal,Everton,9,3,7.0,5,34.0,23.0,-1.0,1.0,-3.0,0.0,0.0,5,0,6,9,9,3
761,2003-04,Birmingham,Tottenham,0,0,1.0,2,-4.0,5.0,3.0,7.0,1.0,1.0,0.0,-3,0,10,-3,0,3
762,2003-04,Blackburn,Wolves,4,3,2.0,6,-10.0,-2.0,-1.0,11.0,2.0,0.0,0.0,15,0,6,0,0,3
763,2003-04,Fulham,Middlesbrough,4,7,3.0,4,7.0,9.0,-5.0,0.0,1.0,0.0,0.0,-3,0,3,3,6,3
764,2003-04,Leicester,Southampton,0,2,-1.0,-1,4.0,9.0,8.0,-5.0,2.0,-1.0,0.0,-13,0,2,-3,0,1
765,2003-04,Man United,Bolton,2,3,3.0,2,10.0,15.0,2.0,0.0,-1.0,0.0,0.0,16,0,6,-3,-6,3
766,2003-04,Portsmouth,Aston Villa,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5,0,0,0,0,3
